;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;06631 FULDA;18.040;17.248;198;594;2.262;147.651;49.912;72.809;20.491;4.439;6.652;21.631;2.698;117;12.773;47.911;649;289;10.843;3.125;5.807;126;638;196;270;679;2;13.424;691;9.892;2.841;974;25.530;191.221;841;28.678
;;06632 HERSFELD-ROTENBURG;9.303;8.828;79;396;1.087;80.667;26.858;40.755;11.281;1.773;3.405;11.634;1.245;38;5.425;26.682;664;57;5.837;1.867;2.651;48;258;83;118;812;-;7.819;506;5.635;1.678;751;14.464;104.434;859;17.417
;;06633 KASSEL, LAND;16.069;15.413;219;437;2.166;153.772;57.830;69.608;21.167;5.167;8.110;20.161;3.680;21;9.487;54.647;639;146;9.554;3.206;4.661;98;504;237;179;667;2;8.312;1.078;5.555;1.679;826;18.838;188.679;784;29.703
;;06634 SCHWALM-EDER-KREIS;14.519;13.812;165;542;1.877;121.864;43.605;58.595;16.155;3.509;5.666;16.686;2.464;67;6.646;42.664;667;243;7.037;2.435;3.289;74;397;173;230;436;3;10.944;884;7.752;2.308;900;19.124;155.507;852;28.352
;;06635 WALDECK-FRANKENBERG;12.097;11.553;119;425;1.607;107.365;38.671;52.005;13.808;2.881;4.280;16.066;1.704;61;7.830;37.026;675;246;7.248;2.313;3.874;99;290;116;163;390;3;11.237;428;8.456;2.353;753;19.484;138.946;873;23.487
;;06636 WERRA-MEISSNER-KREIS;7.529;7.000;78;451;926;63.690;23.158;30.873;8.171;1.488;2.698;8.739;1.300;38;3.790;22.758;636;120;4.000;1.499;1.948;47;218;47;91;149;1;6.270;230;4.950;1.090;494;10.884;82.103;819;14.122
;RB ZUSAMMEN;;83.915;80.000;957;2.958;10.782;766.879;273.608;366.898;103.939;22.434;35.137;106.902;14.923;391;59.970;261.442;621;1.222;52.189;16.957;25.792;579;2.625;1.013;1.276;3.933;14;59.111;4.157;42.926;12.028;5.320;117.842;968.636;784;151.391
HESSEN INSGESAMT;;;366.602;353.732;5.163;7.707;48.493;3.903.398;1.363.265;1.864.359;542.121;133.653;194.533;569.890;63.037;1.781;574.962;1.291.387;611;5.791;272.172;90.503;143.483;2.856;13.375;4.616;5.762;11.504;73;158.499;13.885;113.400;31.214;25.193;461.655;4.731.655;740;509.551
MECKLENBURG-VORPOMMERN;;13003 ROSTOCK, STADT;5.354;5.238;51;65;669;86.409;34.005;41.382;9.376;1.646;1.718;8.794;1.546;56;9.705;29.796;412;136;6.566;2.974;2.979;96;168;91;127;125;6;1.191;785;388;18;554;8.447;100.210;477;23.278
;;13004 SCHWERIN, STADT;2.485;2.441;21;23;318;44.731;17.351;21.721;4.887;772;839;4.778;822;42;6.055;15.357;454;58;3.669;1.497;1.857;47;73;50;59;86;-;305;68;224;13;1.045;5.077;52.293;530;6.147
;;13071 MECKLENBURGISCHE SEENPLA;14.953;14.438;110;405;1.805;146.981;55.205;72.668;17.513;1.595;2.377;18.827;2.384;108;10.806;55.342;566;325;17.492;7.252;8.382;272;441;236;290;612;7;7.928;1.182;6.517;229;1.708;27.453;189.387;730;45.628
;;13072 ROSTOCK;12.346;12.001;96;249;1.423;129.829;46.205;64.616;16.883;2.125;2.895;17.174;2.402;74;10.808;48.846;588;231;15.947;6.667;7.561;191;500;190;356;476;6;7.017;1.210;5.614;193;1.555;24.750;166.925;756;38.344
;;13073 VORPOMMERN-RUEGEN;11.932;11.557;115;260;1.428;126.499;49.090;60.139;15.539;1.731;2.821;16.892;2.468;92;10.935;48.077;556;257;13.976;6.302;6.354;240;317;221;201;340;1;5.104;556;4.396;152;1.312;20.649;159.080;699;35.707
;;13074 NORDWESTMECKLENBURG;9.576;9.313;78;185;1.239;92.624;35.775;44.172;11.159;1.518;2.067;11.156;1.768;58;6.123;36.011;578;223;9.894;4.570;4.500;132;263;107;105;213;4;4.730;460;4.027;243;917;15.764;117.964;736;25.089
;;13075 VORPOMMERN-GREIFSWALD;13.624;13.258;97;269;1.646;127.358;48.294;62.100;15.553;1.411;2.112;16.496;1.785;104;8.467;48.961;537;353;13.237;6.035;6.003;233;337;148;137;342;2;5.794;516;5.055;223;1.239;20.623;161.605;681;37.478
;;13076 LUDWIGSLUST-PARCHIM;13.324;12.879;76;369;1.625;129.841;47.295;64.756;16.286;1.504;2.589;15.803;2.337;79;7.844;49.607;606;295;14.612;5.904;6.983;227;368;225;323;579;3;8.993;1.012;7.493;488;1.456;25.356;168.521;787;46.405
MECKLENBURG-VORPOMMERN INSGESAMT;;;83.594;81.125;644;1.825;10.153;884.272;333.220;431.554;107.196;12.302;17.418;109.920;15.512;613;70.743;331.997;543;1.878;95.393;41.201;44.619;1.438;2.467;1.268;1.598;2.773;29;41.062;5.789;33.714;1.559;9.786;148.119;1.115.985;685;258.076
NIEDERSACHSEN;RB BRAUNSCHWEIG;03101 BRAUNSCHWEIG,STADT;11.275;11.050;121;104;1.467;147.626;52.741;71.815;15.000;8.070;5.915;17.402;2.462;99;37.500;42.703;586;208;8.644;3.185;4.269;269;409;95;142;272;3;1.496;605;775;116;786;11.134;170.035;675;13.933
;;03102 SALZGITTER,STADT;4.554;4.416;57;81;543;56.799;21.413;27.479;6.926;981;2.358;6.205;764;36;3.654;18.828;543;124;3.028;1.198;1.416;37;135;37;71;131;3;1.040;294;624;122;320;4.512;65.865;630;8.546
;;03103 WOLFSBURG,STADT;6.200;6.010;110;80;671;124.762;42.320;63.224;7.452;11.766;3.642;15.264;2.267;52;67.332;20.272;990;140;3.389;1.522;1.569;82;104;36;35;40;1;1.003;55;810;138;458;4.990;135.952;1.079;7.293
;;03151 GIFHORN;13.100;12.677;178;245;1.644;111.624;41.421;53.399;13.186;3.618;4.904;13.287;2.722;40;5.489;38.490;619;166;6.624;2.674;3.301;72;268;74;77;156;2;6.892;297;5.407;1.188;794;14.476;139.200;772;27.774
;;03153 GOSLAR;8.466;8.250;87;129;1.162;80.872;31.743;37.670;9.599;1.860;3.569;10.738;1.426;49;6.237;29.298;601;96;5.149;1.774;2.653;55;247;65;98;255;2;2.708;433;1.892;383;609;8.562;97.900;727;14.757
;;03154 HELMSTEDT;6.402;6.231;69;102;810;57.307;22.609;26.912;6.216;1.570;2.495;6.238;1.236;33;3.140;20.272;620;138;3.043;1.192;1.500;37;99;59;43;111;2;2.473;209;1.913;351;452;6.106;69.815;755;11.665
;;03155 NORTHEIM;9.700;9.355;71;274;1.414;89.949;33.817;42.803;10.813;2.516;3.659;11.204;1.543;53;8.162;31.482;675;119;5.812;2.146;3.038;52;229;55;106;186;-;6.621;377;5.090;1.154;797;13.349;112.998;848;18.398
;;03157 PEINE;9.266;8.993;139;134;1.298;87.413;33.196;40.645;10.891;2.681;4.005;9.461;1.572;32;4.628;31.959;629;132;4.813;1.793;2.332;70;227;71;103;216;1;3.327;419;2.413;495;530;8.802;105.481;759;17.925
;;03158 WOLFENBUETTEL;8.584;8.380;75;129;1.182;76.758;30.661;34.823;8.941;2.333;3.724;8.167;1.552;22;4.019;28.592;637;123;4.095;1.697;1.924;68;152;30;47;174;3;2.733;236;2.074;423;472;7.423;92.765;770;14.113
;;03159 GOETTINGEN;17.744;17.152;170;422;2.488;186.314;69.709;87.394;24.063;5.148;8.048;23.930;3.578;136;15.231;67.036;567;305;12.189;4.601;5.780;165;548;192;346;552;5;9.547;833;7.089;1.625;1.423;23.464;227.522;693;32.051
;RB ZUSAMMEN;;95.291;92.514;1.077;1.700;12.679;1.019.424;379.630;486.164;113.087;40.543;42.319;121.896;19.122;552;155.392;328.932;633;1.551;56.786;21.782;27.782;907;2.418;714;1.068;2.093;22;37.840;3.758;28.087;5.995;6.641;102.818;1.217.533;756;166.455
;RB HANNOVER;03241 HANNOVER;53.931;52.715;604;612;7.075;598.580;216.776;280.345;83.128;18.331;28.121;73.645;11.055;380;73.470;204.381;510;1.030;42.709;15.823;21.378;449;1.786;960;814;1.490;9;13.531;2.760;8.978;1.793;4.990;62.260;714.771;609;91.155
;;03251 DIEPHOLZ;14.487;14.061;117;309;2.055;146.202;51.373;68.257;22.349;4.223;6.243;17.942;2.896;59;12.144;52.172;656;206;11.576;3.982;5.788;122;480;129;350;717;8;12.817;2.397;8.747;1.673;1.291;25.890;186.579;837;40.700
;;03252 HAMELN-PYRMONT;9.224;8.955;85;184;1.230;94.244;34.920;44.297;12.605;2.422;4.444;11.287;1.718;64;5.565;34.899;626;176;5.627;2.250;2.669;62;283;95;81;185;2;3.878;222;2.866;790;608;10.289;113.757;755;18.427
;;03254 HILDESHEIM;15.692;15.292;171;229;2.128;164.325;65.370;74.978;19.629;4.348;7.078;18.264;2.819;24;11.204;60.721;590;268;9.921;3.740;5.053;99;428;133;178;288;2;6.009;525;4.410;1.074;1.096;17.294;197.311;709;27.131
;;03255 HOLZMINDEN;4.615;4.441;44;130;644;45.839;17.210;21.577;6.173;879;1.975;6.004;868;24;2.917;15.928;646;73;2.946;937;1.602;34;117;33;67;155;1;3.007;267;2.063;677;450;6.476;56.930;803;10.820
;;03256 NIENBURG(WESER);8.249;7.930;80;239;1.153;80.057;27.304;38.903;11.809;2.041;2.847;9.858;1.530;52;6.157;28.910;648;273;6.490;2.214;3.373;128;294;102;94;283;2;8.262;979;6.022;1.261;899;15.924;104.230;844;25.484
;;03257 SCHAUMBURG;10.198;9.958;94;146;1.481;104.603;39.434;48.131;14.100;2.938;5.030;11.811;1.976;46;5.896;39.073;654;135;6.217;2.249;3.102;45;351;74;120;271;5;4.444;606;3.027;811;757;11.553;126.354;790;22.917
;RB ZUSAMMEN;;116.396;113.352;1.195;1.849;15.766;1.233.850;452.387;576.488;169.793;35.182;55.738;148.811;22.862;649;117.353;436.084;566;2.161;85.486;31.195;42.965;939;3.739;1.526;1.704;3.389;29;51.948;7.756;36.113;8.079;10.091;149.686;1.499.932;688;236.634
;RB LUENEBURG;03351 CELLE;11.708;11.301;111;296;1.670;113.078;40.390;53.695;16.118;2.875;4.639;13.806;2.478;56;8.036;41.821;621;150;8.358;2.966;4.355;139;364;132;154;244;4;5.431;410;4.411;610;1.049;14.988;139.774;768;28.979
;;03352 CUXHAVEN;13.257;12.789;101;367;1.771;128.846;48.106;60.502;17.621;2.617;5.049;14.744;3.143;60;6.454;47.535;640;111;9.375;3.913;4.470;207;304;71;123;283;4;10.789;449;9.220;1.120;1.083;21.358;163.461;812;35.366
;;03353 HARBURG;17.965;17.484;187;294;2.465;172.406;60.517;79.170;27.629;5.090;9.636;23.570;5.187;46;14.880;64.506;658;110;12.131;4.464;6.149;170;473;189;238;437;11;8.112;1.067;6.000;1.045;1.127;21.480;211.851;809;40.418
;;03354 LUECHOW-DANNENBERG;3.756;3.591;38;127;555;31.794;11.078;15.337;4.635;744;1.079;3.951;1.010;15;1.814;12.387;647;117;2.686;1.214;1.252;26;83;11;22;76;2;4.311;171;3.464;676;354;7.468;43.018;875;12.546
;;03355 LUENEBURG;11.624;11.373;88;163;1.562;108.062;40.344;49.317;14.773;3.628;4.940;12.582;3.271;40;10.389;40.705;576;207;7.692;2.946;3.894;109;246;90;91;315;1;4.654;515;3.643;496;1.100;13.653;133.339;711;23.805
;;03356 OSTERHOLZ;7.003;6.788;84;131;1.002;74.994;28.211;33.810;10.852;2.121;3.466;8.354;1.847;20;3.670;28.452;643;170;4.696;1.774;2.417;84;196;53;73;99;-;4.259;157;3.658;444;654;9.779;91.776;787;17.253
;;03357 ROTENBURG(WUEMME);11.634;11.240;81;313;1.806;120.788;39.209;61.727;16.365;3.487;4.101;14.486;2.599;65;18.730;39.085;721;153;12.098;4.059;6.339;61;349;117;383;782;8;11.914;1.096;9.549;1.269;1.274;25.439;157.861;942;35.837
;;03358 HEIDEKREIS;9.630;9.278;103;249;1.370;90.978;30.926;44.041;13.919;2.092;3.335;11.466;2.075;50;5.242;33.063;626;132;7.365;2.582;3.892;98;275;70;138;309;1;6.926;497;5.471;958;907;15.330;115.938;797;25.168
;;03359 STADE;11.964;11.598;94;272;1.581;129.373;46.938;60.607;18.311;3.517;5.626;15.888;3.410;43;9.304;45.496;615;384;9.284;3.237;4.950;95;365;133;179;323;2;10.475;1.020;8.342;1.113;936;21.079;162.416;772;32.095
;;03360 UELZEN;6.160;5.971;42;147;875;58.570;22.915;26.531;7.515;1.609;2.317;6.912;1.284;35;3.281;21.684;621;45;4.188;1.686;2.153;41;119;25;41;122;1;4.446;254;3.758;434;581;9.260;73.990;784;16.898
;;03361 VERDEN;8.210;7.962;99;149;1.099;89.382;32.158;42.006;12.785;2.433;4.080;11.163;1.976;35;7.224;32.759;634;83;6.636;2.467;3.402;102;224;65;122;250;4;5.411;703;3.924;784;657;12.787;110.379;783;22.702
;RB ZUSAMMEN;;112.911;109.375;1.028;2.508;15.756;1.118.271;400.792;526.743;160.523;30.213;48.268;136.922;28.280;465;89.024;407.493;636;1.662;84.509;31.308;43.273;1.132;2.998;956;1.564;3.240;38;76.728;6.339;61.440;8.949;9.722;172.621;1.403.803;799;291.067
;RB WESER-EMS;03401 DELMENHORST,STADT;3.170;3.088;36;46;443;43.155;16.632;19.644;6.035;844;1.605;4.233;680;15;3.822;15.255;551;60;2.603;1.035;1.293;37;93;49;28;67;1;556;195;313;48;185;3.404;49.729;634;6.068
;;03402 EMDEN,STADT;2.302;2.231;25;46;323;25.562;10.727;11.251;2.858;726;843;2.189;677;20;2.316;8.639;506;97;1.633;704;736;20;83;21;28;41;-;463;132;298;33;132;2.325;30.189;597;4.531
;;03403 OLDENBURG(OLDENB),STADT;6.650;6.547;52;51;957;91.033;34.433;41.179;11.932;3.489;3.624;8.740;2.327;50;12.451;33.231;527;143;5.788;2.355;2.749;76;231;114;92;168;3;765;193;478;94;499;7.195;104.878;607;12.212
;;03404 OSNABRUECK,STADT;6.027;5.877;62;88;845;88.940;32.616;41.898;11.249;3.177;3.963;9.625;1.477;79;16.004;29.445;531;150;7.166;2.891;3.347;73;241;103;219;291;1;1.476;610;760;106;765;9.557;104.524;625;10.777
;;03405 WILHELMSHAVEN,STADT;3.682;3.614;43;25;520;40.236;17.272;17.308;5.011;645;1.515;3.490;840;17;3.013;14.292;529;61;2.675;1.160;1.242;35;89;21;58;68;2;388;41;311;36;225;3.349;47.267;621;5.472
;;03451 AMMERLAND;7.546;7.338;64;144;1.167;82.681;29.968;38.397;11.936;2.380;3.880;9.162;2.021;34;6.943;30.431;645;165;7.878;2.947;3.978;99;324;88;146;287;9;6.519;536;5.254;729;621;15.183;105.410;822;21.923
;;03452 AURICH;13.237;12.873;145;219;1.973;121.071;46.635;55.553;15.869;3.014;4.257;12.013;3.525;54;8.800;42.516;630;233;10.972;4.344;5.453;178;342;111;180;359;5;8.985;393;7.167;1.425;774;20.964;155.272;808;32.573
;;03453 CLOPPENBURG;8.475;8.034;108;333;1.148;107.599;30.156;54.753;19.523;3.167;3.604;14.760;1.723;54;9.111;35.988;606;183;11.869;3.938;6.057;239;439;173;345;659;19;10.785;1.393;8.643;749;1.128;23.965;140.039;788;31.684
;;03454 EMSLAND;18.474;17.742;179;553;2.314;212.442;67.510;108.487;29.343;7.102;6.670;25.504;4.192;83;21.103;68.370;628;368;20.398;7.524;10.311;173;698;227;440;1.016;9;19.506;2.768;15.338;1.400;1.794;42.066;272.982;808;68.164
;;03455 FRIESLAND;6.883;6.701;69;113;1.117;67.916;26.063;30.771;9.344;1.738;3.092;6.675;1.954;36;4.224;25.428;677;47;4.430;1.904;1.966;37;152;72;58;237;4;3.511;264;2.736;511;416;8.404;83.203;830;15.447
;;03456 GRAFSCHAFT BENTHEIM;7.455;7.215;70;170;914;88.266;28.001;44.311;12.973;2.981;3.065;10.917;2.004;25;8.438;28.619;625;101;7.706;2.950;3.968;78;213;89;138;265;5;6.725;788;5.323;614;666;15.198;110.919;785;23.909
;;03457 LEER;10.972;10.658;120;194;1.814;107.352;39.251;50.470;15.119;2.512;3.746;10.317;2.849;38;6.646;38.138;616;140;8.700;3.381;4.051;82;318;148;163;551;6;7.419;738;5.696;985;598;16.857;135.181;775;27.953
;;03458 OLDENBURG(OLDENBURG);8.496;8.262;70;164;1.193;87.011;30.821;40.196;13.475;2.519;3.949;10.068;2.268;26;6.707;32.084;650;67;6.573;2.299;3.374;59;236;98;134;372;1;6.862;834;4.982;1.046;663;14.165;109.672;819;24.190
;;03459 OSNABRUECK;21.395;20.673;202;520;2.884;237.836;84.753;112.767;33.001;7.315;9.840;27.269;4.227;67;17.366;84.129;649;454;18.651;6.344;9.380;180;872;312;412;1.143;8;17.329;1.768;13.328;2.233;1.481;37.915;297.146;811;55.179
;;03460 VECHTA;7.076;6.820;53;203;906;92.039;27.448;46.020;15.085;3.486;3.284;12.489;1.075;38;10.549;29.497;626;315;8.960;2.985;4.474;86;443;122;210;631;9;8.040;2.126;5.195;719;947;18.262;117.377;799;25.178
;;03461 WESERMARSCH;4.745;4.575;65;105;716;54.644;19.955;25.615;7.860;1.214;2.151;5.989;1.349;26;3.351;19.371;610;134;4.694;1.899;2.203;32;145;113;106;195;1;4.586;486;3.533;567;407;9.821;69.210;773;17.777
;;03462 WITTMUND;4.042;3.907;41;94;625;37.613;14.328;17.575;4.994;716;1.357;3.837;940;33;2.070;13.745;645;79;3.339;1.525;1.511;45;114;21;40;80;3;4.255;110;3.478;667;265;7.938;49.593;850;11.121
;RB ZUSAMMEN;;140.627;136.155;1.404;3.068;19.859;1.585.396;556.569;756.195;225.607;47.025;60.445;177.277;34.128;695;142.914;549.178;612;2.797;134.035;50.185;66.093;1.529;5.033;1.882;2.797;6.430;86;108.170;13.375;82.833;11.962;11.566;256.568;1.982.591;765;394.158
NIEDERSACHSEN INSGESAMT;;;465.225;451.396;4.704;9.125;64.060;4.956.941;1.789.378;2.345.590;669.010;152.963;206.770;584.906;104.392;2.361;504.683;1.721.687;609;8.171;360.816;134.470;180.113;4.507;14.188;5.078;7.133;15.152;175;274.686;31.228;208.473;34.985;38.020;681.693;6.103.859;750;1.088.314
NORDRHEIN-WESTFALEN;RB DUESSELDORF;05111 DUESSELDORF, STADT;25.255;24.597;429;229;3.076;324.497;102.318;161.613;48.826;11.740;17.761;51.313;3.729;283;92.850;92.403;516;750;23.036;11.677;9.217;305;732;299;461;341;4;1.783;572;1.079;132;5.342;30.911;380.663;605;17.991
;;05112 DUISBURG,STADT;19.668;19.229;272;167;2.604;240.058;99.395;105.876;30.442;4.345;9.700;22.650;2.833;104;20.813;83.682;478;279;15.090;4.897;7.465;236;909;305;328;940;10;2.695;1.901;675;119;1.235;19.299;279.025;556;23.031
;;05113 ESSEN,STADT;23.468;22.917;308;243;3.233;298.115;120.518;134.575;35.026;7.996;14.928;34.356;3.645;166;43.507;103.405;510;476;19.884;7.843;9.904;261;757;229;321;563;6;2.098;867;1.064;167;1.583;24.041;345.624;591;22.385
;;05114 KREFELD,STADT;9.896;9.589;199;108;1.405;123.105;48.750;55.235;16.148;2.972;6.654;14.115;1.973;53;14.260;44.010;539;153;7.577;2.771;3.954;96;330;127;150;146;3;1.702;910;680;112;477;9.909;142.910;626;18.156
;;05116 MOENCHENGLADBACH,STADT;11.529;11.224;185;120;1.735;144.388;57.637;64.587;18.590;3.574;8.389;15.387;2.083;57;15.910;51.547;538;317;10.164;4.016;4.738;151;521;144;195;397;2;1.706;523;1.010;173;538;12.725;168.642;628;13.900
;;05117 MUELHEIM A.D.RUHR,STADT;8.077;7.900;96;81;1.071;95.520;37.826;42.330;12.905;2.459;6.307;11.765;1.518;48;9.927;35.837;554;36;5.531;1.934;2.790;73;257;103;137;232;5;668;226;385;57;379;6.614;110.211;639;7.885
;;05119 OBERHAUSEN,STADT;9.824;9.600;127;97;1.311;114.152;48.540;49.594;13.668;2.350;5.608;10.808;1.461;42;9.381;41.562;541;214;6.852;2.374;3.667;94;342;70;88;216;1;722;353;316;53;492;8.280;132.256;627;9.800
;;05120 REMSCHEID,STADT;6.028;5.820;103;105;813;64.384;25.874;28.735;8.140;1.635;3.486;9.640;915;31;7.330;22.147;572;102;4.319;1.606;2.185;34;224;80;84;103;3;796;268;448;80;252;5.469;75.881;674;6.203
;;05122 SOLINGEN,STADT;9.749;9.519;118;112;1.434;93.921;37.917;40.500;12.572;2.932;5.718;12.189;1.652;30;9.778;33.877;585;123;5.511;2.109;2.867;51;247;60;83;92;2;718;115;497;106;298;6.650;110.320;687;8.429
;;05124 WUPPERTAL,STADT;17.911;17.457;249;205;2.563;180.171;70.857;81.809;22.803;4.702;9.696;23.474;2.738;88;22.571;61.368;502;378;10.908;4.170;5.215;166;513;207;263;369;5;1.484;479;853;152;694;13.464;211.546;589;14.149
;;05154 KLEVE;16.184;15.645;258;281;2.420;202.477;72.290;95.346;29.807;5.034;9.197;23.054;4.784;61;15.524;73.249;634;205;14.357;4.968;7.235;193;789;246;352;567;7;9.373;1.519;7.073;781;1.219;25.154;243.815;764;38.650
;;05158 METTMANN;28.326;27.644;409;273;4.080;302.902;114.597;137.821;40.505;9.979;17.611;39.385;5.185;111;40.377;108.255;618;171;21.105;7.496;10.502;345;1.195;450;477;633;7;3.412;1.003;2.110;299;1.475;26.163;357.391;730;27.109
;;05162 NEUSS;25.710;25.092;398;220;3.492;280.984;105.161;128.684;39.240;7.899;16.461;34.908;4.323;96;30.463;100.803;614;346;20.389;6.120;8.577;209;3.608;392;386;1.081;16;5.372;1.532;3.329;511;1.169;27.276;333.970;730;28.284
;;05166 VIERSEN;17.452;16.927;259;266;2.628;193.869;75.209;86.538;26.847;5.275;11.376;21.125;4.338;79;16.883;74.196;644;272;15.015;4.793;7.647;223;860;409;339;728;16;6.278;1.348;4.418;512;1.476;23.041;234.362;779;34.068
;;05170 WESEL;26.835;26.155;368;312;3.899;295.713;116.416;131.780;39.373;8.144;15.266;31.753;5.879;97;20.862;111.499;635;597;17.991;6.065;9.684;203;822;221;319;669;8;7.695;1.615;5.290;790;1.732;28.015;350.563;753;44.191
;RB ZUSAMMEN;;255.912;249.315;3.778;2.819;35.764;2.954.256;1.133.305;1.345.023;394.892;81.036;158.158;355.922;47.056;1.346;370.436;1.037.840;562;4.419;197.729;72.839;95.647;2.640;12.106;3.342;3.983;7.077;95;46.502;13.231;29.227;4.044;18.361;267.011;3.477.179;661;314.231
;RB KOELN;05314 BONN,STADT;12.175;11.905;159;111;1.723;175.674;58.242;89.720;21.325;6.387;8.891;19.996;2.385;91;41.519;54.727;522;315;88.571;54.069;26.954;3.362;969;1.421;1.111;649;36;842;162;546;134;1.633;91.361;279.210;830;12.432
;;05315 KOELN,STADT;43.830;42.807;647;376;5.894;497.572;182.722;230.410;69.788;14.652;27.441;62.464;8.941;266;98.015;160.509;459;1.045;38.482;13.635;20.216;532;1.731;635;685;1.018;30;3.453;1.775;1.399;279;2.607;45.587;586.989;541;33.022
;;05316 LEVERKUSEN,STADT;8.070;7.892;115;63;1.031;92.468;35.215;42.828;11.838;2.587;4.396;11.607;1.373;64;12.193;31.945;558;262;5.616;2.141;2.696;58;328;110;85;192;6;887;212;544;131;458;7.223;107.761;650;7.876
;;05334 AACHEN, STAEDTEREGION;27.431;26.757;304;370;3.803;303.123;121.342;133.547;38.597;9.637;17.855;34.079;5.567;155;35.015;106.853;539;580;18.523;6.922;8.975;236;814;265;379;923;9;6.181;1.771;3.758;652;1.387;26.671;357.225;635;38.693
;;05358 DUEREN;17.870;17.407;202;261;2.620;169.370;65.450;76.539;22.293;5.088;9.942;18.756;3.200;84;12.530;62.159;625;494;11.351;3.965;5.941;153;489;143;241;414;5;6.136;920;4.358;858;990;18.971;206.211;761;28.999
;;05362 RHEIN-ERFT-KREIS;27.980;27.241;443;296;3.918;290.833;114.155;130.324;38.749;7.605;17.270;32.118;5.134;93;26.123;106.867;608;460;21.364;7.090;10.656;212;1.240;448;642;1.064;12;5.087;1.607;3.006;474;1.384;28.295;347.108;726;31.943
;;05366 EUSKIRCHEN;13.468;12.947;178;343;1.841;159.209;55.128;75.342;20.478;8.261;7.616;25.430;2.818;53;37.150;47.424;807;279;12.514;3.445;7.434;69;722;186;224;426;8;8.738;764;6.446;1.528;770;22.301;194.978;988;28.548
;;05370 HEINSBERG;15.979;15.488;258;233;2.409;168.682;62.945;77.103;24.157;4.477;9.481;19.258;3.429;50;13.090;61.087;644;356;11.136;3.692;5.952;122;515;125;191;535;4;5.879;795;4.391;693;815;18.186;202.847;775;32.406
;;05374 OBERBERGISCHER KREIS;17.656;16.992;213;451;2.449;184.007;70.269;84.179;24.506;5.053;9.386;27.216;3.584;77;16.884;65.197;668;418;12.003;4.292;6.077;132;636;169;267;424;6;8.942;486;6.677;1.779;840;22.203;223.866;813;29.960
;;05378 RHEIN.-BERGISCHER KREIS;19.705;19.233;215;257;2.851;185.153;70.723;82.062;26.078;6.290;12.178;24.737;3.964;83;17.082;70.372;647;188;10.540;3.849;5.515;107;511;141;169;244;4;4.088;286;3.041;761;735;15.551;220.409;770;22.497
;;05382 RHEIN-SIEG-KREIS;38.635;37.562;525;548;5.422;376.565;143.872;171.136;51.493;10.064;23.280;45.408;7.180;180;29.548;139.997;619;526;24.343;9.340;11.899;255;1.237;393;440;772;7;10.955;1.101;7.976;1.878;1.709;37.533;452.733;744;50.485
;RB ZUSAMMEN;;242.799;236.231;3.259;3.309;33.961;2.602.656;980.063;1.193.190;349.302;80.101;147.736;321.069;47.575;1.196;339.149;907.137;575;4.923;254.443;112.440;112.315;5.238;9.192;4.036;4.434;6.661;127;61.188;9.879;42.142;9.167;13.328;333.882;3.179.337;702;316.861
;RB MUENSTER;05512 BOTTROP,STADT;6.777;6.641;72;64;912;70.305;29.204;30.644;8.858;1.599;3.650;7.046;954;21;5.020;26.156;595;118;3.868;1.208;2.011;68;293;88;107;93;-;868;286;494;88;285;5.139;82.221;696;6.419
;;05513 GELSENKIRCHEN,STADT;9.860;9.564;169;127;1.271;125.879;51.639;56.255;15.603;2.382;5.027;12.139;1.229;93;11.972;43.513;479;404;8.465;2.939;4.411;178;494;110;121;210;2;1.171;683;435;53;553;10.593;146.332;556;9.778
;;05515 MUENSTER,STADT;11.204;10.974;140;90;1.606;151.904;54.039;70.989;20.844;6.032;7.536;17.360;3.791;91;27.362;52.067;473;262;12.461;4.725;6.187;143;573;153;238;438;4;2.459;443;1.739;277;776;15.958;179.066;558;17.890
;;05554 BORKEN;18.696;18.124;234;338;2.556;236.064;82.030;113.056;32.202;8.776;9.213;26.949;5.068;88;27.440;76.924;623;402;20.215;5.688;11.493;185;989;289;480;1.084;7;14.725;2.648;10.607;1.470;1.993;37.335;292.095;771;54.030
;;05558 COESFELD;13.551;13.153;154;244;1.893;144.619;51.707;68.389;19.600;4.923;6.510;16.108;3.804;63;12.371;51.681;644;283;9.982;2.929;5.322;122;521;167;316;602;3;9.072;919;6.886;1.267;1.119;20.456;178.626;795;30.789
;;05562 RECKLINGHAUSEN;34.783;34.074;377;332;5.080;363.312;148.733;161.409;45.285;7.885;17.697;36.825;5.892;138;22.757;136.098;586;595;19.359;6.702;10.159;246;921;266;408;648;9;6.235;1.825;3.803;607;1.523;27.712;425.807;687;43.096
;;05566 STEINFURT;24.481;23.714;254;513;3.354;284.045;101.394;134.676;38.131;9.844;11.155;31.213;6.485;111;27.554;97.023;622;484;20.481;7.014;10.287;225;885;404;576;1.087;3;16.243;2.600;11.636;2.007;1.777;38.985;347.511;761;63.454
;;05570 WARENDORF;15.461;15.060;164;237;2.106;178.891;64.433;84.017;25.002;5.439;7.761;20.216;3.577;73;16.712;61.918;634;200;10.677;3.449;5.722;127;526;154;198;497;4;10.493;1.531;7.746;1.216;1.104;22.474;216.826;768;34.900
