"Land

";Regierungsbezirk;"Statistische Kennziffer und Zulassungsbezirk
";Insgesamt;Nach Kraftstoffarten;;;;;;;Nach Emissionsgruppen;;;;;;;;;;Darunter dieselangetriebene Pkw nach Emissionsgruppen;;;;;;;;;
;;;;Benzin;Diesel;"Gas
(einschl.
bivalent)";"Hybrid 
insgesamt";"darunter
Plug-in-Hybrid";Elektro (BEV);sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoff-
reduzierte 
insgesamt";Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoffred.
mit Diesel-
antrieb insgesamt"
;;09562  ERLANGEN,STADT;56032;35585;18316;350;1307;415;465;9;613;2778;3337;12703;14153;20935;798;6146;591;55110;82;576;1496;2588;5947;7437;186;2064;48;18174
;;09563  FUERTH,STADT;64246;42549;19436;374;1449;359;428;10;600;2960;3782;15144;16048;24291;1106;7372;579;63404;88;611;1574;2901;6369;7740;235;2091;60;19343
;;09564  NUERNBERG,STADT;248538;157087;81677;1252;6922;1690;1562;38;2604;11838;15021;56098;58685;98236;5024;31578;2329;244811;346;2315;6278;11564;24631;35825;1282;11121;294;81253
;;09565  SCHWABACH,STADT;26411;17602;7675;106;808;161;214;6;374;1179;1565;5893;6338;10150;482;3288;397;25896;45;208;649;1059;2500;3107;96;825;51;7619
;;09571  ANSBACH;126828;76919;46737;900;1567;476;683;22;1310;6731;8315;32258;34808;40531;1467;10283;1275;125228;178;1473;3997;8108;16934;15640;503;3194;184;46514
;;09572  ERLANGEN-HOECHSTADT;92549;57830;31311;519;2117;959;741;31;914;4185;5210;20781;24233;34701;1425;9843;1052;91076;126;904;2395;4404;10545;12662;328;3083;118;31154
;;09573  FUERTH;77713;52768;22742;363;1337;340;487;16;805;3584;4289;17930;20422;28772;1039;8026;764;76566;111;712;1839;3366;7935;8588;210;1934;93;22644
;;09574  NUERNBERGER LAND;111830;72222;36111;527;2221;576;737;12;1151;4996;5927;24144;29192;43622;1937;12409;1184;110216;162;1059;2622;4742;12615;14587;435;3493;157;35944
;;09575  NEUSTADT/AISCH-WINDSHEIM;68208;40267;25979;487;962;307;495;18;751;3733;4685;17597;18022;21709;652;5459;774;67271;105;903;2301;4635;9224;8600;166;1695;82;25850
;;09576  ROTH;87322;54003;30760;392;1644;427;508;15;904;4130;5009;20096;23323;31801;1154;8890;856;86119;140;939;2363;4491;10793;11770;272;2729;115;30611
;;09577  WEISSENBURG-GUNZENHAUSEN;62941;38484;22670;423;908;284;445;11;758;3419;4253;16208;17181;19610;737;5071;726;62155;130;755;2122;3904;8324;7205;183;1369;100;22540
;RB ZUSAMMEN;;1048237;661354;352051;5904;21801;6137;6937;190;10983;50745;63011;245080;269081;383506;16366;111128;10759;1033165;1539;10741;28385;53116;118756;136388;4023;34431;1332;350257
;RB UNTERFRANKEN             ;09661  ASCHAFFENBURG,STADT;42860;27758;13384;364;1014;399;334;6;463;2273;2721;9964;9912;16382;1094;5216;464;42179;49;348;973;1928;4063;5913;276;1704;42;13316
