;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;05554 BORKEN;18.915;18.352;246;317;2.587;238.187;82.559;113.315;31.917;10.396;9.060;28.219;5.494;94;27.866;77.843;624;427;20.946;5.815;12.183;184;953;262;480;1.062;7;14.830;2.695;10.714;1.421;2.027;38.230;295.332;774;55.209
;;05558 COESFELD;13.694;13.302;161;231;1.878;146.071;51.874;68.957;19.476;5.764;6.418;16.875;4.149;65;12.980;52.066;646;268;10.284;2.935;5.662;115;501;146;340;583;2;9.098;874;6.977;1.247;1.212;20.862;180.627;799;31.332
;;05562 RECKLINGHAUSEN;34.869;34.149;398;322;5.071;365.895;148.799;162.597;45.197;9.302;17.371;38.902;6.375;140;23.064;137.167;590;633;19.781;6.866;10.485;236;893;257;393;643;8;6.185;1.793;3.799;593;1.554;28.153;428.917;691;43.750
;;05566 STEINFURT;24.748;24.004;263;481;3.374;286.019;101.442;135.241;38.025;11.311;10.949;32.606;7.074;115;27.749;98.041;623;483;21.358;7.226;10.975;218;853;377;604;1.102;3;16.324;2.550;11.781;1.993;1.845;40.010;350.777;764;64.465
;;05570 WARENDORF;15.639;15.214;181;244;2.170;180.918;64.779;85.042;24.838;6.259;7.634;21.302;3.854;75;17.233;62.675;639;202;10.990;3.512;6.000;120;511;136;205;500;6;10.491;1.499;7.802;1.190;1.124;22.807;219.364;774;35.438
;RB ZUSAMMEN;;135.808;132.278;1.650;1.880;18.886;1.567.740;584.898;723.411;204.511;54.920;67.375;176.630;33.380;692;153.794;550.643;585;2.799;108.730;34.936;58.785;1.260;5.066;1.501;2.502;4.649;31;61.438;10.817;43.768;6.853;9.362;182.329;1.885.877;704;264.841
;RB DETMOLD;05711 BIELEFELD,STADT;13.540;13.251;134;155;1.844;182.357;66.795;83.036;23.915;8.611;7.786;20.973;3.417;74;26.702;62.554;539;289;12.037;4.354;5.863;124;515;317;342;519;3;2.063;598;1.253;212;813;15.202;211.099;624;17.929
;;05754 GUETERSLOH;20.401;19.900;211;290;2.616;241.689;84.167;113.443;34.737;9.342;11.114;29.534;4.520;77;26.203;84.420;648;432;19.316;6.594;9.687;208;940;320;715;848;4;11.074;2.628;7.049;1.397;1.395;32.217;294.307;789;47.190
;;05758 HERFORD;14.742;14.437;128;177;2.061;168.046;64.877;74.879;21.967;6.323;7.820;19.532;3.069;53;15.710;62.132;664;215;11.137;3.845;5.781;90;513;166;201;539;2;4.955;1.004;3.250;701;762;17.069;199.857;790;28.518
;;05762 HOEXTER;8.952;8.611;94;247;1.121;92.931;34.092;43.481;12.244;3.114;3.802;11.979;1.685;49;5.589;32.009;655;147;6.272;2.032;3.166;62;346;88;179;396;3;7.821;534;6.011;1.276;674;14.914;116.797;823;21.446
;;05766 LIPPE;20.474;19.936;197;341;2.767;222.558;81.658;101.966;31.168;7.766;10.526;26.909;4.893;82;20.562;81.615;636;453;14.084;5.212;7.121;161;578;195;344;469;4;7.442;933;5.352;1.157;1.093;23.072;266.104;761;40.714
;;05770 MINDEN-LUEBBECKE;17.923;17.453;156;314;2.503;210.694;75.952;97.465;29.533;7.744;8.832;25.328;3.656;73;18.489;75.584;666;218;16.547;5.230;7.493;176;896;359;796;1.594;3;10.530;1.348;7.527;1.655;1.845;29.140;257.757;815;42.943
;;05774 PADERBORN;16.352;15.865;165;322;2.094;192.490;66.963;90.880;26.162;8.485;8.016;23.792;3.787;80;18.418;65.982;610;319;13.515;4.285;7.135;150;674;330;333;600;8;9.905;1.703;6.815;1.387;1.107;24.846;233.688;741;33.286
;RB ZUSAMMEN;;112.384;109.453;1.085;1.846;15.006;1.310.765;474.504;605.150;179.726;51.385;57.896;158.047;25.027;488;131.673;464.296;628;2.073;92.908;31.552;46.246;971;4.462;1.775;2.910;4.965;27;53.790;8.748;37.257;7.785;7.689;156.460;1.579.609;757;232.026
;RB ARNSBERG;05911 BOCHUM,STADT;16.865;16.529;187;149;2.387;214.715;92.932;91.656;23.115;7.012;9.320;22.589;2.947;78;41.489;70.469;586;165;16.133;4.404;9.973;375;726;128;179;337;11;1.307;449;780;78;838;18.443;250.023;682;15.596
;;05913 DORTMUND,STADT;24.722;24.180;282;260;3.411;302.691;119.133;136.898;36.524;10.136;13.551;34.870;4.247;144;31.808;107.536;508;434;17.871;6.204;8.831;297;869;438;429;800;3;2.683;1.490;1.047;146;1.182;22.170;349.583;587;28.260
;;05914 HAGEN,STADT;9.470;9.227;118;125;1.336;100.713;40.888;45.283;12.199;2.343;4.697;12.360;1.366;63;9.460;34.897;529;253;6.202;2.204;3.061;53;275;115;180;314;-;1.329;577;631;121;545;8.329;118.512;622;9.004
;;05915 HAMM,STADT;8.016;7.802;104;110;1.047;101.506;39.721;46.116;12.836;2.833;4.310;11.156;1.663;43;8.259;36.174;562;222;6.061;1.791;3.127;66;323;124;211;417;2;1.974;473;1.274;227;395;8.652;118.174;654;14.365
;;05916 HERNE,STADT;6.875;6.718;80;77;1.017;80.378;34.221;35.582;9.038;1.537;3.468;7.573;928;45;6.437;29.184;509;185;5.504;2.070;2.810;53;307;67;73;121;3;414;170;223;21;385;6.488;93.741;594;6.651
;;05954 ENNEPE-RUHR-KREIS;22.644;22.135;242;267;3.543;204.281;83.037;89.562;25.413;6.269;12.157;27.184;4.154;117;17.977;77.543;629;383;11.928;4.069;6.043;136;715;206;299;456;4;3.819;732;2.619;468;881;17.011;243.936;751;23.151
;;05958 HOCHSAUERLANDKREIS;15.384;14.808;187;389;1.973;173.935;64.353;82.880;21.100;5.602;7.148;28.623;3.444;93;16.026;58.507;664;419;12.490;3.982;6.589;149;544;249;319;650;8;10.682;1.042;8.186;1.454;1.053;24.644;213.963;817;34.880
;;05962 MAERKISCHER KREIS;23.730;23.018;305;407;3.400;258.977;103.063;117.138;32.107;6.669;12.919;37.665;4.821;103;20.296;91.812;634;533;15.329;5.440;7.360;158;818;245;529;774;5;6.862;1.031;4.917;914;1.346;24.070;306.777;751;33.296
;;05966 OLPE;8.562;8.325;77;160;1.027;92.829;35.340;43.737;10.814;2.938;3.933;15.997;1.521;36;9.861;30.265;691;105;7.964;2.174;4.719;74;356;81;194;361;5;5.504;539;4.077;888;534;14.107;115.498;860;16.611
;;05970 SIEGEN-WITTGENSTEIN;15.912;15.463;165;284;2.039;180.326;70.876;82.892;21.215;5.343;7.934;29.006;3.079;80;20.751;59.447;652;249;11.344;3.533;5.899;119;602;221;303;660;7;9.832;1.000;6.651;2.181;901;22.326;218.564;790;29.795
;;05974 SOEST;18.232;17.778;186;268;2.533;198.231;73.283;91.676;25.690;7.582;8.945;24.128;4.273;75;15.141;71.883;646;288;12.358;3.842;6.810;107;574;256;295;471;3;9.464;1.503;6.912;1.049;1.328;23.438;239.901;782;38.675
;;05978 UNNA;23.057;22.551;269;237;3.524;246.727;97.494;111.619;29.947;7.667;11.638;27.068;4.841;118;19.672;91.620;618;293;13.951;4.508;6.914;455;776;318;394;581;5;4.131;1.031;2.682;418;1.142;19.517;289.301;724;32.233
;RB ZUSAMMEN;;193.469;188.534;2.202;2.733;27.237;2.155.309;854.341;975.039;259.998;65.931;100.020;278.219;37.284;995;217.177;759.337;598;3.529;137.135;44.221;72.136;2.042;6.885;2.448;3.405;5.942;56;58.001;10.037;39.999;7.965;10.530;209.195;2.557.973;710;282.517
NORDRHEIN-WESTFALEN INSGESAMT;;;947.291;922.563;12.316;12.412;132.227;10.630.608;4.031.998;4.847.956;1.382.462;368.192;526.362;1.318.943;197.906;4.802;1.217.801;3.737.092;584;17.894;799.913;293.712;396.047;13.014;37.038;12.732;17.579;29.446;345;281.824;52.614;193.643;35.567;60.206;1.159.837;12.737.736;700;1.417.934
RHEINLAND-PFALZ;RB KOBLENZ;07111 KOBLENZ,STADT;5.205;5.037;104;64;663;65.079;23.375;31.084;7.933;2.687;3.363;8.370;1.098;26;12.991;20.344;564;285;5.238;1.755;2.432;59;296;110;97;486;3;1.536;855;550;131;488;7.547;77.831;675;6.671
;;07131 AHRWEILER;9.431;9.047;107;277;1.306;87.963;32.421;41.246;11.872;2.424;5.107;12.556;1.700;45;6.897;31.468;683;260;7.009;2.406;3.665;62;353;80;134;309;-;6.282;484;4.269;1.529;634;14.185;111.579;867;16.903
;;07132 ALTENKIRCHEN(WESTWLD.);9.873;9.495;103;275;1.442;87.440;33.748;40.104;10.982;2.606;4.055;13.808;1.577;32;7.523;30.728;663;373;6.118;1.940;3.416;37;244;94;124;262;1;5.609;285;3.999;1.325;544;12.644;109.957;834;17.837
;;07133 BAD KREUZNACH;11.023;10.547;155;321;1.524;103.826;37.065;49.093;14.528;3.140;6.105;14.000;1.724;28;8.557;37.456;641;264;8.626;2.154;4.020;102;633;625;355;734;3;7.482;651;5.565;1.266;743;17.115;131.964;815;20.631
;;07134 BIRKENFELD;5.385;5.092;71;222;700;53.360;19.930;25.709;6.671;1.050;2.553;8.396;807;14;3.941;18.938;651;143;3.560;1.137;1.980;23;127;38;85;169;1;3.474;98;2.725;651;365;7.542;66.287;809;12.631
;;07135 COCHEM-ZELL;5.178;4.893;57;228;659;42.917;14.029;21.880;5.720;1.288;2.319;6.780;724;25;2.704;14.358;685;87;3.186;890;1.789;62;183;65;57;140;-;5.922;142;4.174;1.606;350;9.545;57.640;920;11.108
;;07137 MAYEN-KOBLENZ;14.949;14.367;231;351;2.027;143.967;51.914;68.555;18.968;4.530;8.461;20.178;2.365;47;11.669;50.932;657;145;10.419;3.279;5.479;89;484;291;267;523;7;7.055;903;4.886;1.266;801;18.420;177.336;810;26.539
;;07138 NEUWIED;12.939;12.522;168;249;1.787;125.160;44.831;59.185;17.551;3.593;7.122;18.202;2.353;13;11.808;44.028;665;129;9.230;3.132;4.899;81;432;96;176;411;3;5.933;709;3.989;1.235;758;16.050;154.149;819;22.292
;;07140 RHEIN-HUNSRUECK-KREIS;7.824;7.395;103;326;1.048;73.703;24.305;37.451;9.642;2.305;3.598;11.132;1.386;34;6.699;24.753;694;528;5.738;1.788;3.097;44;329;72;103;304;1;7.511;468;5.397;1.646;534;14.311;95.838;902;19.199
;;07141 RHEIN-LAHN-KREIS;9.686;9.272;114;300;1.333;82.637;30.927;38.478;10.688;2.544;4.340;11.781;1.674;16;5.605;29.856;662;107;5.499;1.825;3.044;62;255;52;80;177;4;5.209;126;3.790;1.293;569;11.384;103.707;831;16.031
;;07143 WESTERWALDKREIS;15.145;14.514;261;370;2.111;143.233;51.281;67.715;19.218;5.019;7.100;24.365;2.552;83;13.757;50.259;693;287;11.186;3.188;6.447;101;568;138;286;454;4;9.110;808;6.312;1.990;922;21.505;179.883;870;29.440
;RB ZUSAMMEN;;106.638;102.181;1.474;2.983;14.600;1.009.285;363.826;480.500;133.773;31.186;54.123;149.568;17.960;363;92.151;353.120;661;2.608;75.809;23.494;40.268;722;3.904;1.661;1.764;3.969;27;65.123;5.529;45.656;13.938;6.708;150.248;1.266.171;829;199.282
;RB TRIER;07211 TRIER-SAARBURG;18.062;17.361;260;441;2.393;158.702;52.365;79.687;21.172;5.478;8.744;23.856;2.512;84;12.530;56.835;595;327;10.921;3.752;5.654;116;545;149;209;492;4;10.535;351;7.592;2.592;980;22.763;199.527;749;27.380
;;07231 BERNKASTEL-WITTLICH;8.146;7.677;131;338;1.103;77.992;25.665;39.964;10.193;2.170;3.845;10.957;1.304;24;6.070;26.849;678;228;6.276;1.795;3.498;65;273;122;138;380;5;9.758;364;6.899;2.495;650;16.912;103.050;895;19.558
;;07232 EIFELKREIS BITBURG-PRUEM;8.580;8.002;131;447;1.070;70.699;19.920;38.125;10.461;2.193;3.137;12.667;1.103;30;5.311;24.373;677;209;5.958;2.006;3.090;53;281;69;89;367;3;11.094;263;9.138;1.693;718;17.979;97.258;931;18.874
;;07233 VULKANEIFEL;5.352;5.016;65;271;704;43.292;14.666;21.663;5.812;1.151;1.916;7.217;833;36;3.014;14.442;699;126;3.632;1.137;1.904;52;179;45;85;226;4;6.210;207;4.729;1.274;376;10.344;58.988;953;12.249
;RB ZUSAMMEN;;40.140;38.056;587;1.497;5.270;350.685;112.616;179.439;47.638;10.992;17.642;54.697;5.752;174;26.925;122.499;640;890;26.787;8.690;14.146;286;1.278;385;521;1.465;16;37.597;1.185;28.358;8.054;2.724;67.998;458.823;837;78.061
;RB RHEINHESSEN-PFALZ;07311 FRANKENTHAL(PFALZ),STADT;2.536;2.464;45;27;313;27.362;9.527;13.262;3.957;616;1.328;3.319;307;4;2.750;9.594;557;28;1.768;617;966;5;90;25;23;41;1;598;271;287;40;128;2.522;32.420;660;2.745
;;07312 KAISERSLAUTERN,STADT;3.826;3.714;70;42;483;50.451;18.443;23.871;6.420;1.717;2.587;6.289;641;52;5.925;17.257;497;72;3.245;1.223;1.595;64;190;35;55;83;-;559;74;408;77;291;4.167;58.444;576;5.155
;;07313 LANDAU I.D.PFALZ,STADT;2.720;2.673;27;20;420;28.509;10.450;13.158;3.877;1.024;1.565;3.301;624;9;3.835;10.461;590;-;1.999;655;982;31;180;25;60;66;-;857;73;654;130;195;3.051;34.280;709;3.348
;;07314 LUDWIGSHAFEN A.RH.,STADT;7.522;7.238;204;80;955;85.396;29.901;40.816;11.987;2.692;3.692;10.970;823;96;11.007;27.303;485;245;5.826;2.108;2.959;97;367;99;103;88;5;895;441;413;41;565;7.531;100.449;570;6.517
;;07315 MAINZ,STADT;8.102;7.901;130;71;1.080;102.807;36.172;48.972;13.812;3.851;5.346;13.677;1.624;161;16.676;34.315;461;1.281;6.173;2.188;3.086;112;290;90;156;250;1;1.138;254;742;142;911;9.503;120.412;540;7.069
;;07316 NEUSTADT A.D.WSTR.,STADT;3.123;3.051;36;36;440;33.892;11.624;16.035;5.003;1.230;2.195;4.241;636;4;3.870;12.232;629;6;2.541;793;1.346;19;149;17;54;162;1;1.165;91;903;171;180;3.892;40.907;759;4.056
;;07317 PIRMASENS,STADT;1.882;1.795;35;52;247;23.343;8.754;11.076;2.946;567;1.270;3.180;245;18;2.845;8.328;570;25;1.744;626;852;18;87;43;53;65;-;458;64;326;68;174;2.401;27.626;675;3.278
;;07318 SPEYER,STADT;3.003;2.913;62;28;444;30.271;10.719;14.153;4.504;895;1.722;3.724;559;7;4.028;11.161;591;11;1.933;663;972;44;91;39;37;86;1;269;63;152;54;175;2.388;35.662;696;3.355
;;07319 WORMS,STADT;4.334;4.174;81;79;545;46.769;17.044;21.703;6.792;1.230;2.412;5.686;634;15;4.649;15.926;546;62;3.395;1.083;1.809;43;195;69;81;115;-;1.354;349;865;140;280;5.091;56.194;656;6.296
;;07320 ZWEIBRUECKEN,STADT;2.036;1.966;25;45;306;21.700;8.139;10.209;2.685;667;1.031;2.810;326;21;2.042;7.930;627;36;1.426;519;718;19;73;24;36;36;1;585;111;396;78;258;2.305;26.041;752;3.683
;;07331 ALZEY-WORMS;10.129;9.777;139;213;1.460;89.066;31.087;41.993;12.992;2.994;4.952;11.307;1.694;11;5.728;32.442;668;25;6.425;1.891;3.656;94;343;90;132;217;2;7.308;241;6.365;702;595;14.353;113.548;851;16.043
;;07332 BAD DUERKHEIM;10.228;9.947;135;146;1.467;93.557;32.304;43.617;14.342;3.294;6.542;12.676;1.935;20;6.067;35.871;695;199;5.465;1.783;2.902;68;328;114;135;133;2;4.512;325;3.654;533;479;10.655;114.440;850;14.608
;;07333 DONNERSBERGKREIS;5.887;5.639;72;176;857;52.109;17.672;25.652;7.250;1.535;2.628;6.990;866;25;3.201;19.151;685;136;3.099;1.129;1.574;37;158;37;66;97;1;3.807;144;2.817;846;366;7.408;65.404;860;11.640
;;07334 GERMERSHEIM;9.579;9.344;157;78;1.480;85.892;28.986;41.100;12.992;2.814;4.212;10.602;1.514;23;6.305;30.743;653;85;5.963;2.053;2.847;73;313;103;161;412;1;4.423;685;2.689;1.049;505;10.976;106.447;810;16.269
;;07335 KAISERSLAUTERN;7.391;7.123;104;164;883;70.781;24.784;33.887;9.996;2.114;3.600;10.189;1.101;25;4.448;26.282;652;130;5.155;1.590;2.696;45;350;127;101;244;2;3.196;181;2.458;557;378;8.859;87.031;802;15.821
;;07336 KUSEL;5.445;5.162;65;218;776;48.361;17.856;23.317;6.166;1.022;2.346;6.881;936;15;1.780;18.044;680;18;2.622;931;1.379;37;144;24;42;63;2;3.767;43;2.866;858;288;6.695;60.501;850;12.400
;;07337 SUEDLICHE WEINSTRASSE;9.775;9.488;120;167;1.443;79.511;27.201;37.465;12.088;2.757;4.762;10.166;1.829;20;5.509;29.540;704;278;5.601;1.846;2.855;74;347;83;150;246;-;7.506;247;6.000;1.259;570;13.955;103.241;914;14.557
;;07338 RHEIN-PFALZ-KREIS;12.162;11.857;213;92;1.739;103.234;36.156;48.380;15.314;3.384;6.515;12.789;1.894;8;5.743;39.426;660;69;6.284;2.193;3.129;56;345;133;187;241;-;3.584;804;2.334;446;410;10.347;125.743;804;14.730
;;07339 MAINZ-BINGEN;15.374;14.920;220;234;2.100;145.964;50.078;70.044;20.406;5.436;8.486;18.623;2.799;20;17.019;51.856;678;112;8.633;2.931;4.672;63;498;109;142;216;2;7.659;441;5.995;1.223;760;17.164;178.502;829;20.685
;;07340 SUEDWESTPFALZ;8.384;8.044;82;258;1.156;68.532;24.249;33.563;8.965;1.755;3.756;10.214;1.383;17;3.455;25.562;722;181;4.125;1.543;2.086;31;222;34;90;118;1;4.722;148;3.549;1.025;252;9.280;86.196;908;15.620
;RB ZUSAMMEN;;133.438;129.190;2.022;2.226;18.594;1.287.507;451.146;612.273;182.494;41.594;70.947;167.634;22.370;571;116.882;463.424;613;2.999;83.422;28.365;43.081;1.030;4.760;1.320;1.864;2.979;23;58.362;5.050;43.873;9.439;7.760;152.543;1.573.488;750;197.875
RHEINLAND-PFALZ INSGESAMT;;;280.216;269.427;4.083;6.706;38.464;2.647.477;927.588;1.272.212;363.905;83.772;142.712;371.899;46.082;1.108;235.958;939.043;634;6.497;186.018;60.549;97.495;2.038;9.942;3.366;4.149;8.413;66;161.082;11.764;117.887;31.431;17.192;370.789;3.298.482;790;475.218
SAARLAND;;10041 SAARBRUECKEN,STADTVERB.;19.147;18.560;326;261;2.647;194.399;74.599;90.261;24.397;5.142;11.019;23.779;2.723;91;20.481;71.402;585;526;13.813;4.885;7.177;177;765;193;264;344;8;2.323;330;1.625;368;1.112;17.774;231.320;696;25.071
;;10042 MERZIG-WADERN;7.568;7.229;106;233;1.036;73.722;24.762;36.907;10.250;1.803;4.163;11.706;1.245;22;4.686;27.792;707;168;4.606;1.479;2.503;44;257;60;89;173;1;4.989;319;3.717;953;409;10.172;91.462;877;16.299
;;10043 NEUNKIRCHEN;8.995;8.680;150;165;1.308;87.597;34.470;40.610;10.401;2.116;4.744;11.109;1.302;10;6.343;33.244;662;153;5.721;1.759;3.159;104;297;60;117;221;4;1.990;149;1.450;391;365;8.229;104.821;792;16.026
;;10044 SAARLOUIS;13.789;13.320;185;284;1.730;135.651;51.130;63.789;17.188;3.544;7.569;16.682;2.032;45;9.236;51.198;692;209;8.564;2.856;4.387;81;416;121;328;372;3;4.150;489;2.956;705;770;13.693;163.133;833;22.924
;;10045 SAAR-PFALZ-KREIS;9.913;9.605;156;152;1.419;99.668;37.052;46.925;12.821;2.870;5.888;13.129;1.741;145;8.802;38.040;700;110;6.703;2.128;3.520;71;463;87;196;234;4;3.062;448;1.992;622;528;10.403;119.984;843;18.558
;;10046 SANKT WENDEL;7.648;7.369;95;184;980;62.557;23.304;29.891;7.675;1.687;3.257;9.067;1.201;26;4.034;23.122;719;25;3.676;1.257;1.900;45;206;46;60;156;6;3.787;169;2.736;882;328;7.816;78.021;897;14.514
SAARLAND INSGESAMT;;;67.060;64.763;1.018;1.279;9.120;653.594;245.317;308.383;82.732;17.162;36.640;85.472;10.244;339;53.582;244.798;657;1.191;43.083;14.364;22.646;522;2.404;567;1.054;1.500;26;20.301;1.904;14.476;3.921;3.512;68.087;788.741;793;113.392
SACHSEN;RB CHEMNITZ;14511 CHEMNITZ, STADT;9.746;9.519;84;143;1.094;126.488;53.443;58.066;12.254;2.725;2.374;16.471;1.624;184;17.417;44.479;505;173;11.150;4.613;5.143;187;346;160;263;435;3;1.451;425;972;54;989;13.763;149.997;598;13.899
;;14521 ERZGEBIRGSKREIS;24.035;23.486;117;432;2.331;203.180;89.014;93.190;18.130;2.846;3.126;42.511;2.392;32;17.194;74.798;622;411;20.823;8.715;9.384;617;724;265;475;637;6;8.626;665;7.381;580;1.527;31.387;258.602;791;37.938
;;14522 MITTELSACHSEN;20.426;19.932;117;377;2.196;180.652;75.518;84.582;18.002;2.550;3.266;25.491;2.481;68;15.790;67.290;602;403;19.599;7.746;8.952;421;842;365;510;760;3;8.801;872;7.444;485;1.664;30.467;231.545;771;41.553
;;14523 VOGTLANDKREIS;13.889;13.552;56;281;1.596;136.911;57.819;63.462;13.630;2.000;3.004;24.185;1.740;177;12.728;51.739;617;210;14.970;6.050;6.766;394;567;223;356;610;4;7.024;683;5.601;740;1.131;23.335;174.135;785;28.853
;;14524 ZWICKAU;19.018;18.600;119;299;2.022;187.055;81.092;85.349;17.174;3.440;3.943;24.068;2.420;14;17.390;69.911;603;320;18.886;7.608;8.483;477;650;290;483;894;1;6.213;1.548;4.229;436;1.390;26.809;232.882;751;32.329
;RB ZUSAMMEN;;87.114;85.089;493;1.532;9.239;834.286;356.886;384.649;79.190;13.561;15.713;132.726;10.657;475;80.519;308.217;592;1.517;85.428;34.732;38.728;2.096;3.129;1.303;2.087;3.336;17;32.115;4.193;25.627;2.295;6.701;125.761;1.047.161;743;154.572
;RB DRESDEN;14612 DRESDEN, STADT;18.313;17.881;239;193;2.228;229.637;88.202;110.602;25.475;5.358;5.428;27.898;4.343;213;31.990;76.455;406;389;21.229;8.996;9.781;374;697;342;428;607;4;1.497;409;1.002;86;1.887;25.002;272.952;482;24.019
;;14625 BAUTZEN;18.357;17.865;127;365;1.979;182.162;72.319;89.028;18.176;2.639;3.264;22.658;2.365;94;15.177;69.250;614;331;18.708;7.764;8.480;456;697;313;387;608;3;8.946;808;7.456;682;1.580;29.565;230.084;776;43.450
;;14626 GOERLITZ;14.484;14.172;74;238;1.647;143.700;59.637;68.376;14.194;1.493;2.268;17.765;1.778;95;12.345;54.188;578;303;14.425;6.335;6.209;333;556;193;304;490;5;6.914;821;5.593;500;1.450;23.092;181.276;730;33.573
;;14627 MEISSEN;13.484;13.153;96;235;1.471;141.613;55.128;68.384;15.849;2.252;3.154;16.613;2.115;83;12.660;52.641;587;226;16.193;6.409;7.205;388;596;296;429;862;8;5.582;949;4.212;421;1.360;23.361;178.458;740;32.041
;;14628 SAECHS.SCHWEIZ-OSTERZGEB;15.992;15.540;142;310;1.808;147.006;59.049;69.851;15.715;2.391;3.055;23.940;2.498;119;14.085;54.012;598;395;15.986;6.254;7.518;468;584;325;376;451;10;5.983;330;5.349;304;1.283;23.647;186.645;759;31.129
;RB ZUSAMMEN;;80.630;78.611;678;1.341;9.133;844.118;334.335;406.241;89.409;14.133;17.169;108.874;13.099;604;86.257;306.546;528;1.644;86.541;35.758;39.193;2.019;3.130;1.469;1.924;3.018;30;28.922;3.317;23.612;1.993;7.560;124.667;1.049.415;657;164.212
;RB LEIPZIG;14713 LEIPZIG, STADT;16.666;16.311;180;175;2.019;234.947;92.304;110.938;25.545;6.160;5.044;26.075;3.898;159;30.735;80.483;379;335;19.265;8.682;8.766;243;565;239;254;509;7;1.470;437;969;64;1.857;22.927;274.540;443;24.453
;;14729 LEIPZIG;16.226;15.783;117;326;1.849;158.209;61.877;76.120;17.009;3.203;3.764;18.308;2.228;77;13.933;61.357;605;283;17.230;7.187;7.852;282;640;333;397;530;9;6.250;1.037;4.748;465;1.222;24.985;199.420;762;39.594
;;14730 NORDSACHSEN;12.493;12.098;101;294;1.523;118.907;46.491;58.057;12.452;1.907;2.090;13.481;1.550;57;9.852;44.837;595;216;14.256;5.598;6.736;258;455;233;401;572;3;5.388;757;4.228;403;1.302;21.162;152.562;764;35.506
;RB ZUSAMMEN;;45.385;44.192;398;795;5.391;512.063;200.672;245.115;55.006;11.270;10.898;57.864;7.676;293;54.520;186.677;474;834;50.751;21.467;23.354;783;1.660;805;1.052;1.611;19;13.108;2.231;9.945;932;4.381;69.074;626.522;580;99.553
SACHSEN INSGESAMT;;;213.129;207.892;1.569;3.668;23.763;2.190.467;891.893;1.036.005;223.605;38.964;43.780;299.464;31.432;1.372;221.296;801.440;536;3.995;222.720;91.957;101.275;4.898;7.919;3.577;5.063;7.965;66;74.145;9.741;59.184;5.220;18.642;319.502;2.723.098;666;418.337
SACHSEN-ANHALT;;15001 DESSAU-ROSSLAU,STADT;3.194;3.137;24;33;409;41.487;17.271;19.525;3.934;757;840;4.471;533;81;3.935;15.826;521;28;3.394;1.363;1.610;72;127;56;67;96;3;770;332;395;43;311;4.503;49.184;617;6.631
;;15002 HALLE (SAALE),STADT;6.512;6.352;84;76;730;94.888;39.056;44.997;9.067;1.768;1.828;9.724;992;94;11.289;32.720;392;201;7.800;3.548;3.596;83;200;85;97;188;3;795;381;381;33;493;9.289;110.689;457;10.796
;;15003 MAGDEBURG, STADT;6.767;6.628;59;80;787;112.342;44.706;53.872;11.325;2.439;2.197;11.942;1.248;134;14.403;39.491;468;83;9.562;4.077;4.501;150;315;88;193;234;4;902;321;519;62;1.391;11.938;131.047;546;12.815
;;15081 ALTMARKKREIS SALZWEDEL;4.986;4.839;26;121;599;50.721;18.425;25.906;5.564;826;800;6.377;857;16;3.496;19.827;620;174;5.866;2.420;2.927;76;147;83;74;137;2;4.368;182;3.784;402;713;11.121;66.828;816;18.732
;;15082 ANHALT-BITTERFELD;8.227;8.001;53;173;922;93.396;38.501;44.418;9.195;1.282;1.711;10.456;970;52;7.985;35.813;596;362;9.277;3.825;4.125;191;333;153;337;311;2;3.307;575;2.556;176;929;13.875;115.498;737;22.836
;;15083 BOERDE;10.450;10.107;72;271;1.253;107.910;41.985;53.067;11.020;1.838;1.972;12.713;1.514;53;7.801;42.111;631;142;11.292;4.943;5.142;160;359;154;219;311;4;6.104;1.547;4.291;266;1.137;18.675;137.035;801;29.415
;;15084 BURGENLANDKREIS;10.418;10.070;62;286;1.246;102.952;42.110;49.743;9.664;1.435;1.826;12.660;1.177;52;8.252;39.124;581;186;10.715;4.492;4.743;232;386;151;320;389;2;5.655;710;4.545;400;1.069;17.625;130.995;739;22.993
;;15085 HARZ;10.900;10.510;67;323;1.251;124.018;50.492;59.127;12.321;2.078;2.414;16.505;1.894;58;9.911;47.333;594;245;12.120;5.474;5.143;237;418;190;251;402;5;4.932;786;3.849;297;952;18.249;153.167;734;27.751
;;15086 JERICHOWER LAND;5.501;5.346;37;118;736;54.937;20.800;26.811;6.395;931;1.181;6.779;734;35;4.362;21.459;611;112;6.060;2.559;2.787;82;216;100;131;181;4;3.043;640;2.283;120;754;9.969;70.407;783;17.471
;;15087 MANSFELD-SUEDHARZ;7.969;7.595;48;326;889;79.474;32.063;39.155;7.222;1.034;1.411;11.030;848;40;6.623;29.450;606;148;7.823;3.154;3.779;147;253;90;139;258;3;4.591;336;4.010;245;760;13.322;100.765;769;17.821
;;15088 SAALEKREIS;11.967;11.585;115;267;1.398;116.567;46.038;56.992;11.709;1.828;2.294;13.851;1.237;73;10.292;44.666;633;145;12.737;4.891;6.000;214;506;290;384;444;8;4.349;1.053;3.110;186;1.258;18.489;147.023;798;26.609
